"theta","alpha","lambda","target","cv_min_dat_perc","rmse","rho","const_pred_rmse","const_pred_rho"
0,0.1,1,"Dinoflagellata_1542_1",10.054844606947,0.289834640760169,0.241062573894218,0.400757613147079,0.187728528681347
0.1,0.1,1,"Dinoflagellata_1542_1",10.054844606947,0.289739120301246,0.238405767501972,0.400757613147079,0.187728528681347
1,0.1,1,"Dinoflagellata_1542_1",10.054844606947,0.288808729780534,0.227277818771787,0.400757613147079,0.187728528681347
3,0.1,1,"Dinoflagellata_1542_1",10.054844606947,0.287009101025865,0.241168959906795,0.400757613147079,0.187728528681347
8,0.1,1,"Dinoflagellata_1542_1",10.054844606947,0.287954127091935,0.23900145297448,0.400757613147079,0.187728528681347
0,0.3,1,"Dinoflagellata_1542_1",10.054844606947,0.29199218057689,0.217996251618109,0.400757613147079,0.187728528681347
0.1,0.3,1,"Dinoflagellata_1542_1",10.054844606947,0.291500260178459,0.219536776051443,0.400757613147079,0.187728528681347
1,0.3,1,"Dinoflagellata_1542_1",10.054844606947,0.288692256358155,0.23147764418465,0.400757613147079,0.187728528681347
3,0.3,1,"Dinoflagellata_1542_1",10.054844606947,0.287009101025865,0.241168959906795,0.400757613147079,0.187728528681347
8,0.3,1,"Dinoflagellata_1542_1",10.054844606947,0.287954127091935,0.23900145297448,0.400757613147079,0.187728528681347
0,0.5,1,"Dinoflagellata_1542_1",10.054844606947,0.29199218057689,0.217996251618109,0.400757613147079,0.187728528681347
0.1,0.5,1,"Dinoflagellata_1542_1",10.054844606947,0.291500260178459,0.219536776051443,0.400757613147079,0.187728528681347
1,0.5,1,"Dinoflagellata_1542_1",10.054844606947,0.288692256358155,0.23147764418465,0.400757613147079,0.187728528681347
3,0.5,1,"Dinoflagellata_1542_1",10.054844606947,0.287009101025865,0.241168959906795,0.400757613147079,0.187728528681347
8,0.5,1,"Dinoflagellata_1542_1",10.054844606947,0.287954127091935,0.23900145297448,0.400757613147079,0.187728528681347
0,0.7,1,"Dinoflagellata_1542_1",10.054844606947,0.29199218057689,0.217996251618109,0.400757613147079,0.187728528681347
0.1,0.7,1,"Dinoflagellata_1542_1",10.054844606947,0.291500260178459,0.219536776051443,0.400757613147079,0.187728528681347
1,0.7,1,"Dinoflagellata_1542_1",10.054844606947,0.288692256358155,0.23147764418465,0.400757613147079,0.187728528681347
3,0.7,1,"Dinoflagellata_1542_1",10.054844606947,0.287009101025865,0.241168959906795,0.400757613147079,0.187728528681347
8,0.7,1,"Dinoflagellata_1542_1",10.054844606947,0.287954127091935,0.23900145297448,0.400757613147079,0.187728528681347
0,0.9,1,"Dinoflagellata_1542_1",10.054844606947,0.29199218057689,0.217996251618109,0.400757613147079,0.187728528681347
0.1,0.9,1,"Dinoflagellata_1542_1",10.054844606947,0.291500260178459,0.219536776051443,0.400757613147079,0.187728528681347
1,0.9,1,"Dinoflagellata_1542_1",10.054844606947,0.288692256358155,0.23147764418465,0.400757613147079,0.187728528681347
3,0.9,1,"Dinoflagellata_1542_1",10.054844606947,0.287009101025865,0.241168959906795,0.400757613147079,0.187728528681347
8,0.9,1,"Dinoflagellata_1542_1",10.054844606947,0.287954127091935,0.23900145297448,0.400757613147079,0.187728528681347
0,0.1,0.178,"Dinoflagellata_1542_1",10.054844606947,0.287729070824224,0.275188202479842,0.400757613147079,0.187728528681347
0.1,0.1,0.178,"Dinoflagellata_1542_1",10.054844606947,0.287324160632014,0.275435071007733,0.400757613147079,0.187728528681347
1,0.1,0.178,"Dinoflagellata_1542_1",10.054844606947,0.285083225550977,0.275608289473091,0.400757613147079,0.187728528681347
3,0.1,0.178,"Dinoflagellata_1542_1",10.054844606947,0.285253944068892,0.258038428921841,0.400757613147079,0.187728528681347
8,0.1,0.178,"Dinoflagellata_1542_1",10.054844606947,0.287844152805717,0.240049224131054,0.400757613147079,0.187728528681347
0,0.3,0.178,"Dinoflagellata_1542_1",10.054844606947,0.288303249905374,0.250110076856853,0.400757613147079,0.187728528681347
0.1,0.3,0.178,"Dinoflagellata_1542_1",10.054844606947,0.288208580749815,0.248112153490813,0.400757613147079,0.187728528681347
1,0.3,0.178,"Dinoflagellata_1542_1",10.054844606947,0.288079964193391,0.232434366201717,0.400757613147079,0.187728528681347
3,0.3,0.178,"Dinoflagellata_1542_1",10.054844606947,0.287252751337494,0.234175367503777,0.400757613147079,0.187728528681347
8,0.3,0.178,"Dinoflagellata_1542_1",10.054844606947,0.287954127091935,0.23900145297448,0.400757613147079,0.187728528681347
0,0.5,0.178,"Dinoflagellata_1542_1",10.054844606947,0.289866413004196,0.236830806772605,0.400757613147079,0.187728528681347
0.1,0.5,0.178,"Dinoflagellata_1542_1",10.054844606947,0.289790896636694,0.234386199562606,0.400757613147079,0.187728528681347
1,0.5,0.178,"Dinoflagellata_1542_1",10.054844606947,0.289334663441544,0.217457116761206,0.400757613147079,0.187728528681347
3,0.5,0.178,"Dinoflagellata_1542_1",10.054844606947,0.286868108872339,0.243104850853067,0.400757613147079,0.187728528681347
8,0.5,0.178,"Dinoflagellata_1542_1",10.054844606947,0.287954127091935,0.23900145297448,0.400757613147079,0.187728528681347
0,0.7,0.178,"Dinoflagellata_1542_1",10.054844606947,0.291673735370825,0.219629265586562,0.400757613147079,0.187728528681347
0.1,0.7,0.178,"Dinoflagellata_1542_1",10.054844606947,0.291458721467437,0.217749505403877,0.400757613147079,0.187728528681347
1,0.7,0.178,"Dinoflagellata_1542_1",10.054844606947,0.288788517841097,0.227530850118209,0.400757613147079,0.187728528681347
3,0.7,0.178,"Dinoflagellata_1542_1",10.054844606947,0.287009101025865,0.241168959906795,0.400757613147079,0.187728528681347
8,0.7,0.178,"Dinoflagellata_1542_1",10.054844606947,0.287954127091935,0.23900145297448,0.400757613147079,0.187728528681347
0,0.9,0.178,"Dinoflagellata_1542_1",10.054844606947,0.292241874267083,0.212997235570992,0.400757613147079,0.187728528681347
0.1,0.9,0.178,"Dinoflagellata_1542_1",10.054844606947,0.291803424537679,0.213493685873212,0.400757613147079,0.187728528681347
1,0.9,0.178,"Dinoflagellata_1542_1",10.054844606947,0.288657409142873,0.231869427137685,0.400757613147079,0.187728528681347
3,0.9,0.178,"Dinoflagellata_1542_1",10.054844606947,0.287009101025865,0.241168959906795,0.400757613147079,0.187728528681347
8,0.9,0.178,"Dinoflagellata_1542_1",10.054844606947,0.287954127091935,0.23900145297448,0.400757613147079,0.187728528681347
0,0.1,0.032,"Dinoflagellata_1542_1",10.054844606947,0.316055851823294,0.247313112504162,0.400757613147079,0.187728528681347
0.1,0.1,0.032,"Dinoflagellata_1542_1",10.054844606947,0.314939613934652,0.24801852706201,0.400757613147079,0.187728528681347
1,0.1,0.032,"Dinoflagellata_1542_1",10.054844606947,0.306622569387335,0.251974861823992,0.400757613147079,0.187728528681347
3,0.1,0.032,"Dinoflagellata_1542_1",10.054844606947,0.295060174977713,0.263063909158137,0.400757613147079,0.187728528681347
8,0.1,0.032,"Dinoflagellata_1542_1",10.054844606947,0.287927455205594,0.259994018305841,0.400757613147079,0.187728528681347
0,0.3,0.032,"Dinoflagellata_1542_1",10.054844606947,0.302798808172212,0.250862047824973,0.400757613147079,0.187728528681347
0.1,0.3,0.032,"Dinoflagellata_1542_1",10.054844606947,0.302064703032426,0.250864050801992,0.400757613147079,0.187728528681347
1,0.3,0.032,"Dinoflagellata_1542_1",10.054844606947,0.296314740704545,0.253290921393746,0.400757613147079,0.187728528681347
3,0.3,0.032,"Dinoflagellata_1542_1",10.054844606947,0.291763331060845,0.247635836432451,0.400757613147079,0.187728528681347
8,0.3,0.032,"Dinoflagellata_1542_1",10.054844606947,0.288912434500355,0.233431121959404,0.400757613147079,0.187728528681347
0,0.5,0.032,"Dinoflagellata_1542_1",10.054844606947,0.297671876851281,0.2472159761275,0.400757613147079,0.187728528681347
0.1,0.5,0.032,"Dinoflagellata_1542_1",10.054844606947,0.29707066877879,0.24727096297111,0.400757613147079,0.187728528681347
1,0.5,0.032,"Dinoflagellata_1542_1",10.054844606947,0.294256878656219,0.241962114036773,0.400757613147079,0.187728528681347
3,0.5,0.032,"Dinoflagellata_1542_1",10.054844606947,0.291469715276484,0.226236973208061,0.400757613147079,0.187728528681347
8,0.5,0.032,"Dinoflagellata_1542_1",10.054844606947,0.287832235846739,0.240468035043925,0.400757613147079,0.187728528681347
0,0.7,0.032,"Dinoflagellata_1542_1",10.054844606947,0.29616903271584,0.23879327279581,0.400757613147079,0.187728528681347
0.1,0.7,0.032,"Dinoflagellata_1542_1",10.054844606947,0.29583150978497,0.237900543475651,0.400757613147079,0.187728528681347
1,0.7,0.032,"Dinoflagellata_1542_1",10.054844606947,0.292551241967172,0.235324859179432,0.400757613147079,0.187728528681347
3,0.7,0.032,"Dinoflagellata_1542_1",10.054844606947,0.291270770174818,0.213361461204583,0.400757613147079,0.187728528681347
8,0.7,0.032,"Dinoflagellata_1542_1",10.054844606947,0.287714888096264,0.241602759526391,0.400757613147079,0.187728528681347
0,0.9,0.032,"Dinoflagellata_1542_1",10.054844606947,0.294951360829353,0.233382968024762,0.400757613147079,0.187728528681347
0.1,0.9,0.032,"Dinoflagellata_1542_1",10.054844606947,0.294417529937867,0.233785710405656,0.400757613147079,0.187728528681347
1,0.9,0.032,"Dinoflagellata_1542_1",10.054844606947,0.29178219505156,0.227548862936493,0.400757613147079,0.187728528681347
3,0.9,0.032,"Dinoflagellata_1542_1",10.054844606947,0.290834796620597,0.207206432609646,0.400757613147079,0.187728528681347
8,0.9,0.032,"Dinoflagellata_1542_1",10.054844606947,0.287840636387376,0.240255829075809,0.400757613147079,0.187728528681347
0,0.1,0.006,"Dinoflagellata_1542_1",10.054844606947,0.360090537191672,0.227312211141364,0.400757613147079,0.187728528681347
0.1,0.1,0.006,"Dinoflagellata_1542_1",10.054844606947,0.358985627076543,0.227584349105378,0.400757613147079,0.187728528681347
1,0.1,0.006,"Dinoflagellata_1542_1",10.054844606947,0.34971394355696,0.228618649567413,0.400757613147079,0.187728528681347
