"theta","alpha","lambda","target","cv_min_dat_perc","rmse_cv","rho_cv","const_pred_rmse","const_pred_rho","inv_rmse_cv","performance_cv","rmse_fit","rho_fit","inv_rmse_fit","performance_fit"
8,0.3,0.178,"Dinoflagellata_1496_1",10.054844606947,1.69956746940878,0.303211495365549,2.71882894192867,0.122080805336491,5.30758647750151,5.31624034700075,1.6572955236678,0.299372962504251,1.6559916871682,1.68283470330533
8,0.1,0.178,"Dinoflagellata_1496_1",10.054844606947,1.71097513072502,0.306247358279901,2.71882894192867,0.122080805336491,5.29617881618527,5.30502568301634,1.65585192313146,0.301655453215791,1.65743528770454,1.68466250192229
8,0.9,0.032,"Dinoflagellata_1496_1",10.054844606947,1.71161275656882,0.306022458745951,2.71882894192867,0.122080805336491,5.29554119034147,5.30437614087275,1.65743528770454,0.299119273551136,1.65585192313146,1.68265205290574
8,0.1,1,"Dinoflagellata_1496_1",10.054844606947,1.71352348652211,0.282074126685669,2.71882894192867,0.122080805336491,5.29363046038818,5.30114037392852,1.6572955236678,0.299372962504251,1.6559916871682,1.68283470330533
8,0.3,1,"Dinoflagellata_1496_1",10.054844606947,1.71352348652211,0.282074126685669,2.71882894192867,0.122080805336491,5.29363046038818,5.30114037392852,1.6572955236678,0.299372962504251,1.6559916871682,1.68283470330533
8,0.5,1,"Dinoflagellata_1496_1",10.054844606947,1.71352348652211,0.282074126685669,2.71882894192867,0.122080805336491,5.29363046038818,5.30114037392852,1.6572955236678,0.299372962504251,1.6559916871682,1.68283470330533
8,0.7,1,"Dinoflagellata_1496_1",10.054844606947,1.71352348652211,0.282074126685669,2.71882894192867,0.122080805336491,5.29363046038818,5.30114037392852,1.6572955236678,0.299372962504251,1.6559916871682,1.68283470330533
8,0.9,1,"Dinoflagellata_1496_1",10.054844606947,1.71352348652211,0.282074126685669,2.71882894192867,0.122080805336491,5.29363046038818,5.30114037392852,1.6572955236678,0.299372962504251,1.6559916871682,1.68283470330533
8,0.5,0.178,"Dinoflagellata_1496_1",10.054844606947,1.71352348652211,0.282074126685669,2.71882894192867,0.122080805336491,5.29363046038818,5.30114037392852,1.6572955236678,0.299372962504251,1.6559916871682,1.68283470330533
8,0.7,0.178,"Dinoflagellata_1496_1",10.054844606947,1.71352348652211,0.282074126685669,2.71882894192867,0.122080805336491,5.29363046038818,5.30114037392852,1.6572955236678,0.299372962504251,1.6559916871682,1.68283470330533
8,0.9,0.178,"Dinoflagellata_1496_1",10.054844606947,1.71352348652211,0.282074126685669,2.71882894192867,0.122080805336491,5.29363046038818,5.30114037392852,1.6572955236678,0.299372962504251,1.6559916871682,1.68283470330533
