"theta","alpha","lambda","target","cv_min_dat_perc","rmse_cv","rho_cv","const_pred_rmse","const_pred_rho","inv_rmse_cv","performance_cv","rmse_fit","rho_fit","inv_rmse_fit","performance_fit"
0,0.1,1,"Picozoa_6_1",10.054844606947,0.0933663173002111,0.491106547442329,0.120174354136115,0.31321417754093,0.250356102654988,0.551238441218788,0.091065214726276,0.436720421025788,0.0960694699615531,0.447162240355371
0.1,0.1,1,"Picozoa_6_1",10.054844606947,0.0932121210994122,0.489071648965875,0.120174354136115,0.31321417754093,0.250510298855787,0.549496576563508,0.0913226677292446,0.431016599382239,0.0958120169585844,0.441537372751958
0.1,0.5,1,"Picozoa_6_1",10.054844606947,0.0965129262083667,0.470771829018997,0.120174354136115,0.31321417754093,0.247209493746832,0.531731745146419,0.0960694699615531,0.306086044127148,0.091065214726276,0.319345486491588
0.1,0.7,1,"Picozoa_6_1",10.054844606947,0.0965129262083667,0.470771829018997,0.120174354136115,0.31321417754093,0.247209493746832,0.531731745146419,0.0960694699615531,0.306086044127148,0.091065214726276,0.319345486491588
0.1,0.9,1,"Picozoa_6_1",10.054844606947,0.0965129262083667,0.470771829018997,0.120174354136115,0.31321417754093,0.247209493746832,0.531731745146419,0.0960694699615531,0.306086044127148,0.091065214726276,0.319345486491588
