"theta","alpha","lambda","target","cv_min_dat_perc","rmse_cv","rho_cv","const_pred_rmse","const_pred_rho","inv_rmse_cv","performance_cv","rmse_fit","rho_fit","inv_rmse_fit","performance_fit"
8,0.1,0.032,"Sagenista_61_1",10.054844606947,0.110168467308798,0.467763103367533,0.134534378870821,0.37789991131845,0.380101327495303,0.602726588127417,0.100596023817944,0.516092335079774,0.102392548436116,0.526151624822481
3,0.1,0.178,"Sagenista_61_1",10.054844606947,0.108204552203298,0.464575736483129,0.134534378870821,0.37789991131845,0.382065242600803,0.601501840838789,0.0991971649158472,0.525394869183421,0.103791407338213,0.535548713752084
8,0.1,1,"Sagenista_61_1",10.054844606947,0.107901361504382,0.458936280585738,0.134534378870821,0.37789991131845,0.382368433299719,0.597350925689375,0.103789425631646,0.466548919038426,0.0991991466224138,0.47697836905518
8,0.3,1,"Sagenista_61_1",10.054844606947,0.107901361504382,0.458936280585738,0.134534378870821,0.37789991131845,0.382368433299719,0.597350925689375,0.103789425631646,0.466548919038426,0.0991991466224138,0.47697836905518
8,0.5,1,"Sagenista_61_1",10.054844606947,0.107901361504382,0.458936280585738,0.134534378870821,0.37789991131845,0.382368433299719,0.597350925689375,0.103789425631646,0.466548919038426,0.0991991466224138,0.47697836905518
8,0.7,1,"Sagenista_61_1",10.054844606947,0.107901361504382,0.458936280585738,0.134534378870821,0.37789991131845,0.382368433299719,0.597350925689375,0.103789425631646,0.466548919038426,0.0991991466224138,0.47697836905518
8,0.9,1,"Sagenista_61_1",10.054844606947,0.107901361504382,0.458936280585738,0.134534378870821,0.37789991131845,0.382368433299719,0.597350925689375,0.103789425631646,0.466548919038426,0.0991991466224138,0.47697836905518
8,0.3,0.178,"Sagenista_61_1",10.054844606947,0.107901361504382,0.458936280585738,0.134534378870821,0.37789991131845,0.382368433299719,0.597350925689375,0.103791407338213,0.466528638463487,0.0991971649158472,0.476958119790341
8,0.5,0.178,"Sagenista_61_1",10.054844606947,0.107901361504382,0.458936280585738,0.134534378870821,0.37789991131845,0.382368433299719,0.597350925689375,0.103789425631646,0.466548919038426,0.0991991466224138,0.47697836905518
8,0.7,0.178,"Sagenista_61_1",10.054844606947,0.107901361504382,0.458936280585738,0.134534378870821,0.37789991131845,0.382368433299719,0.597350925689375,0.103789425631646,0.466548919038426,0.0991991466224138,0.47697836905518
8,0.9,0.178,"Sagenista_61_1",10.054844606947,0.107901361504382,0.458936280585738,0.134534378870821,0.37789991131845,0.382368433299719,0.597350925689375,0.103789425631646,0.466548919038426,0.0991991466224138,0.47697836905518
