"theta","alpha","lambda","target","cv_min_dat_perc","rmse_cv","rho_cv","const_pred_rmse","const_pred_rho","inv_rmse_cv","performance_cv","rmse_fit","rho_fit","inv_rmse_fit","performance_fit"
3,0.9,0.032,"Verrucomicrobia_23_1",10.054844606947,0.123803444495962,0.539194087883678,0.156113686065914,0.419086059699514,0.590311667622302,0.799498673757333,0.121266225708298,0.52277251422227,0.122690637130712,0.536976809616405
3,0.1,0.178,"Verrucomicrobia_23_1",10.054844606947,0.123267125384905,0.537769886411113,0.156113686065914,0.419086059699514,0.590847986733359,0.798935413007513,0.119492409501756,0.542650190350905,0.124464453337254,0.556741079167341
3,0.7,0.032,"Verrucomicrobia_23_1",10.054844606947,0.124582418840316,0.536176833719518,0.156113686065914,0.419086059699514,0.589532693277948,0.796890452610043,0.120328428531612,0.533216940990385,0.123628434307398,0.547361211567318
1,0.5,0.178,"Verrucomicrobia_23_1",10.054844606947,0.123762748729452,0.526951541054537,0.156113686065914,0.419086059699514,0.590352363388812,0.791324105268194,0.124464453337254,0.484845928490629,0.119492409501756,0.499353592459768
