"theta","alpha","lambda","target","cv_min_dat_perc","rmse_cv","rho_cv","const_pred_rmse","const_pred_rho","inv_rmse_cv","performance_cv","rmse_fit","rho_fit","inv_rmse_fit","performance_fit"
8,0.1,0.032,"Cyanobacteria_85_1",10.054844606947,1.05931326589459,0.615202060943742,1.27737632572184,0.546068620822153,3.62749827576848,3.67929576366086,1.02866136379319,0.626948776518992,1.05564065527732,1.22777928042991
3,0.1,0.178,"Cyanobacteria_85_1",10.054844606947,1.06037788137597,0.609557670269597,1.27737632572184,0.546068620822153,3.6264336602871,3.67730630296795,1.04573648238114,0.609495267912886,1.03856553668937,1.20420216558811
8,0.1,1,"Cyanobacteria_85_1",10.054844606947,1.06630062282996,0.611719061185854,1.27737632572184,0.546068620822153,3.62051091883311,3.67182509431044,1.05564065527732,0.603861969139461,1.02866136379319,1.19280907069567
8,0.3,1,"Cyanobacteria_85_1",10.054844606947,1.06630062282996,0.611719061185854,1.27737632572184,0.546068620822153,3.62051091883311,3.67182509431044,1.05564065527732,0.603861969139461,1.02866136379319,1.19280907069567
8,0.5,1,"Cyanobacteria_85_1",10.054844606947,1.06630062282996,0.611719061185854,1.27737632572184,0.546068620822153,3.62051091883311,3.67182509431044,1.05564065527732,0.603861969139461,1.02866136379319,1.19280907069567
8,0.7,1,"Cyanobacteria_85_1",10.054844606947,1.06630062282996,0.611719061185854,1.27737632572184,0.546068620822153,3.62051091883311,3.67182509431044,1.05564065527732,0.603861969139461,1.02866136379319,1.19280907069567
8,0.9,1,"Cyanobacteria_85_1",10.054844606947,1.06630062282996,0.611719061185854,1.27737632572184,0.546068620822153,3.62051091883311,3.67182509431044,1.05564065527732,0.603861969139461,1.02866136379319,1.19280907069567
8,0.5,0.178,"Cyanobacteria_85_1",10.054844606947,1.06630062282996,0.611719061185854,1.27737632572184,0.546068620822153,3.62051091883311,3.67182509431044,1.05564065527732,0.603861969139461,1.02866136379319,1.19280907069567
8,0.7,0.178,"Cyanobacteria_85_1",10.054844606947,1.06630062282996,0.611719061185854,1.27737632572184,0.546068620822153,3.62051091883311,3.67182509431044,1.05564065527732,0.603861969139461,1.02866136379319,1.19280907069567
8,0.9,0.178,"Cyanobacteria_85_1",10.054844606947,1.06630062282996,0.611719061185854,1.27737632572184,0.546068620822153,3.62051091883311,3.67182509431044,1.05564065527732,0.603861969139461,1.02866136379319,1.19280907069567
