"intercept","Bacteroidetes_1194_1_tp_2","temperature_tp_2","Actinobacteria_410_1_tp_2","Actinobacteria_410_2_tp_2","Archaea_164_1_tp_2","Archaea_164_2_tp_2","Archaea_179_1_tp_2","Bacillariophyta_100_1_tp_2","Bacillariophyta_123_1_tp_2","Bacillariophyta_138_1_tp_2","Bacillariophyta_196_1_tp_2","Bacillariophyta_219_1_tp_2","Bacillariophyta_29_1_tp_2","Bacillariophyta_31_1_tp_2","Bacillariophyta_44_1_tp_2","Bacteroidetes_1151_1_tp_2","Bacteroidetes_1166_1_tp_2","Bacteroidetes_1166_2_tp_2","Bacteroidetes_1167_1_tp_2","Bacteroidetes_1178_1_tp_2","Bacteroidetes_1186_1_tp_2","Bacteroidetes_1204_1_tp_2","Bacteroidetes_1224_1_tp_2","Bacteroidetes_1235_1_tp_2","Bacteroidetes_1249_1_tp_2","Bacteroidetes_1264_1_tp_2","Bacteroidetes_129_1_tp_2","Bacteroidetes_129_2_tp_2","Bacteroidetes_131_1_tp_2","Bacteroidetes_1349_1_tp_2","Bacteroidetes_1360_1_tp_2","Bacteroidetes_1360_2_tp_2","Bacteroidetes_1360_3_tp_2","Bacteroidetes_1360_4_tp_2","Bacteroidetes_1360_5_tp_2","Bacteroidetes_317_1_tp_2","Bacteroidetes_918_1_tp_2","Bacteroidetes_918_2_tp_2","Bacteroidetes_918_3_tp_2","Bacteroidetes_918_4_tp_2","Bacteroidetes_918_5_tp_2","Bacteroidetes_919_1_tp_2","Bacteroidetes_919_2_tp_2","Bacteroidetes_919_3_tp_2","Bacteroidetes_938_1_tp_2","Bacteroidetes_956_1_tp_2","Cercozoa_22_1_tp_2","Cercozoa_23_1_tp_2","Cercozoa_291_1_tp_2","Cercozoa_395_1_tp_2","Chlorophyta__streptophyta_120_1_tp_2","Chlorophyta__streptophyta_732_1_tp_2","Chlorophyta__streptophyta_751_1_tp_2","Chlorophyta__streptophyta_833_1_tp_2","Chlorophyta__streptophyta_845_1_tp_2","Chlorophyta__streptophyta_848_1_tp_2","Chlorophyta__streptophyta_895_1_tp_2","Chrysophyceae_16_1_tp_2","Ciliophora_1195_1_tp_2","Ciliophora_234_1_tp_2","Ciliophora_280_1_tp_2","Ciliophora_298_1_tp_2","Ciliophora_403_1_tp_2","Ciliophora_451_1_tp_2","Cryptophyta_108_1_tp_2","Cryptophyta_15_1_tp_2","Cryptophyta_15_2_tp_2","Cyanobacteria_48_1_tp_2","Cyanobacteria_65_1_tp_2","Cyanobacteria_73_1_tp_2","Cyanobacteria_85_1_tp_2","Dictyochophyceae_6_1_tp_2","Dinoflagellata_1009_1_tp_2","Dinoflagellata_1010_1_tp_2","Dinoflagellata_1014_1_tp_2","Dinoflagellata_1017_1_tp_2","Dinoflagellata_1098_1_tp_2","Dinoflagellata_1198_1_tp_2","Dinoflagellata_124_1_tp_2","Dinoflagellata_1496_1_tp_2","Dinoflagellata_1542_1_tp_2","Dinoflagellata_1555_1_tp_2","Dinoflagellata_1658_1_tp_2","Dinoflagellata_1711_1_tp_2","Dinoflagellata_1728_1_tp_2","Dinoflagellata_1728_2_tp_2","Dinoflagellata_1749_1_tp_2","Dinoflagellata_1758_1_tp_2","Dinoflagellata_1769_1_tp_2","Dinoflagellata_1771_1_tp_2","Dinoflagellata_1771_2_tp_2","Dinoflagellata_1793_1_tp_2","Dinoflagellata_1862_1_tp_2","Dinoflagellata_1968_1_tp_2","Dinoflagellata_874_1_tp_2","Dinoflagellata_955_1_tp_2","Dinoflagellata_982_1_tp_2","Div_reps_1600_1_tp_2","Div_reps_1600_2_tp_2","Div_reps_2942_1_tp_2","Haptophyta_148_1_tp_2","Haptophyta_203_1_tp_2","Katablepharidophyta_7_1_tp_2","Lobosa_11_1_tp_2","Nitrospirae_9_1_tp_2","Perkinsea_33_1_tp_2","Perkinsea_44_1_tp_2","Phylum_reps_1954_1_tp_2","Phylum_reps_1985_1_tp_2","Phylum_reps_2301_1_tp_2","Picozoa_18_1_tp_2","Picozoa_6_1_tp_2","Planctomycetes_27_1_tp_2","Planctomycetes_34_1_tp_2","Planctomycetes_61_1_tp_2","Proteobacteria_10091_1_tp_2","Proteobacteria_10114_1_tp_2","Proteobacteria_10168_1_tp_2","Proteobacteria_11120_1_tp_2","Proteobacteria_11155_1_tp_2","Proteobacteria_11155_2_tp_2","Proteobacteria_11190_1_tp_2","Proteobacteria_11210_1_tp_2","Proteobacteria_11210_2_tp_2","Proteobacteria_11428_1_tp_2","Proteobacteria_11429_1_tp_2","Proteobacteria_11429_2_tp_2","Proteobacteria_11429_3_tp_2","Proteobacteria_11429_4_tp_2","Proteobacteria_11431_1_tp_2","Proteobacteria_11431_2_tp_2","Proteobacteria_22_1_tp_2","Proteobacteria_5436_1_tp_2","Proteobacteria_5461_1_tp_2","Proteobacteria_6384_1_tp_2","Proteobacteria_6847_1_tp_2","Proteobacteria_7100_1_tp_2","Proteobacteria_7166_1_tp_2","Proteobacteria_7174_1_tp_2","Proteobacteria_7230_1_tp_2","Proteobacteria_7230_2_tp_2","Proteobacteria_7230_3_tp_2","Proteobacteria_7231_1_tp_2","Proteobacteria_7289_1_tp_2","Proteobacteria_7295_1_tp_2","Proteobacteria_7313_1_tp_2","Proteobacteria_7314_1_tp_2","Proteobacteria_7316_1_tp_2","Proteobacteria_7319_1_tp_2","Proteobacteria_7364_1_tp_2","Proteobacteria_7787_1_tp_2","Proteobacteria_7982_1_tp_2","Proteobacteria_7982_2_tp_2","Proteobacteria_7983_1_tp_2","Proteobacteria_7983_2_tp_2","Proteobacteria_7983_3_tp_2","Proteobacteria_7983_4_tp_2","Proteobacteria_7983_5_tp_2","Proteobacteria_7983_6_tp_2","Proteobacteria_7983_7_tp_2","Proteobacteria_7983_8_tp_2","Proteobacteria_7984_1_tp_2","Proteobacteria_8175_1_tp_2","Proteobacteria_8176_1_tp_2","Proteobacteria_8176_2_tp_2","Proteobacteria_8177_1_tp_2","Proteobacteria_8177_2_tp_2","Proteobacteria_8178_1_tp_2","Proteobacteria_8185_1_tp_2","Proteobacteria_8520_1_tp_2","Proteobacteria_9649_1_tp_2","Proteobacteria_9681_1_tp_2","Proteobacteria_9681_2_tp_2","Pseudofungi_43_1_tp_2","Radiolaria_104_1_tp_2","Raphidophyceae_3_1_tp_2","Rhodophyta_506_1_tp_2","Sagenista_53_1_tp_2","Sagenista_61_1_tp_2","Verrucomicrobia_18_1_tp_2","Verrucomicrobia_18_2_tp_2","Verrucomicrobia_18_3_tp_2","Verrucomicrobia_18_4_tp_2","Verrucomicrobia_22_1_tp_2","Verrucomicrobia_22_2_tp_2","Verrucomicrobia_23_1_tp_2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.000753811506088136,0.35876710499074,0,0,0,0,0,0.0121269613932861,0,0,0,0,0.0222236859893201,0,0.094227219456622,0,0,0,0,-0.0727208449104698,0,0,0,0,0.0255862637227878,-0.0436673034502925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302088007105363,0,0,0,0,0.112599479617725,0,0,0.0241242442378666,0,0,0,0,0.0375369962625356,0,0,0,0,0,0,0.0950466785123065,0,0.0660827455600051,0.021000522547566,0,0,0.0244008686403401,0,0,0,0.115972603086919,0,0.024030010543309,0,0,0,-0.0192359588878626,0,0,0,0,0,0,0,0,0,0,0.157277922496666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08036579283225,0,0,0,0,0,0,0.139598145308513,0,-0.0142954239104387,0,0,0,0,0,0.0360946494783291,0,0,0,0,0,0,0,-0.0232335905763075,0,0.0601555996949609,-0.0478907644519341,0,0,0.00885573629742261,0,0,0,0,0,0,0,0,0,0,0,0,0.0405772342397132,0,0,0,0,0,-0.103988789479425,0,0,0,0,0,0,-0.0515120630625645,0,0,0,0,0.0189913805173044,0,0.106510556070735,0,0,0,0.041031606551682,0,0,-0.0128673469303777,0,0,0.00586889075691635,0,0,0,0,0,0.193136994328053,-0.063254989419986
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.000401799714060344,0.418177526962888,0,0,0,0,0,0.021123448498345,0,0,0,0,0.151685163908304,0,0.0599839176250392,0,0,0,0,0,0,0,0,0,0,0,0,0.00861900315975804,0,0,0,0,0,0,0,0,-0.0223530531913654,-0.00209442670752329,0,0,0,0,0,0,0.00435617287722723,0,0,0,0,0,0.042358773235251,0,0,0.047113851138271,0,0,0,0,0,0,0,0,0,0,0,0.0192232346609854,0,0.0911926089808736,0,0,0,0,0,0,0,0.0581725940328844,0,0.0251214160436982,-0.0154435663379953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674390049273654,0,0,0,0,0,0,0,0,-0.0213640395043968,0,0,0,0,0,-0.0305227884650387,0,0,0.0108920280448694,0,0,0,0.0167119556190763,0,-0.0628258026455275,0,0,0,0,-0.0575477068098085,0.100590261590591,0,0,0,0,0,0,0,0,0,0,-0.0248455164643139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227239684872791,0,0.0530517586481176,0,0,0,0,-0.0105718115481513,-0.0187895599283963,0,0,-0.0227153409256754,-0.0160402694680181,0,0,0,0,0.0465071462970337,0,0.119882337858013,0,0.00527575640165102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633787727156843,-0.0255970819057965
0.000655758301348831,0.34497050220891,0,0,0,0,0,0,0,0,0,0,0.0127186509092635,0.128834320964316,0.134697620473636,0,0.0245017838740674,0,0,-0.0937286399465832,-0.00278947928507126,0,0,0,0,0,0.00898471700471706,0.0717289235655675,0,0,0.0649383740584114,0,0,0,0,0,0,0,0,-0.0269402419864977,0,0,0,0.0515670623064035,0,0,0,0,0,0,0.116859679679541,0,0,0,-0.0555919475123601,0,0,0,0.144652973225076,0,0,0.0199561950715732,0,0,0,0.158448695289742,0.0160195352156199,0.181262795546941,0.0637574632331293,0,0,0.0180930855930304,0,0,0,0.223928540029601,0,0.0312242132098177,-0.0402928954076018,0,0,0,0,0,-0.110642019754391,0,0,0,0,0,0,0,0.155204835348712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601614558446331,0,0,0,0,-0.0337565051219342,0,0.104933497810667,0,-0.00471235995917881,-0.00988414725053676,0,0,0,-0.0284449834267534,0.110697058212012,0,0,0,0,0,0,0,-0.0163218812612592,0.0509768886021658,0,-0.0552479473496718,0,0,0,0,0.0532968769436009,0,0,0,0,0,0,0,0,0,0,0,-0.0566234949834166,0,0.0284977293567624,0,0,0,0,-0.0415336062479705,0,0,0,0,0,0,0,0,0,0.0846191193625583,0,0.115841685705124,0,0,0,0.0745720663808076,0,0,-0.0603839261456543,0,0,0,0,0,-0.019742153189315,0,0,0.282866035350531,-0.0993441598642496
0.000953904202388942,0.272166787630496,0,0,0,0,0,0.00172739471368378,0,-0.00572335634630175,0,0,0.212933928074831,0,0.0892649911817892,0,0,0,0,0,0,0,0,0,0,0,0,0.0598347201603739,0,0,0,0,0,0,0,0,-0.0284182717528657,0,0,0,0,0,0,0.130465333204405,0.00980748134476004,0,0,0,0,0,0.0221589345336073,0,0,0,-0.0108319012477351,0,0,0,0.151471359867754,0,0,0,0,0,0,0.0905848526319983,0,0.0733485150942422,0,0,0,0.0229330745601911,0,0,0,0.234562234607331,0,0.0801875832095308,-0.0481892436319762,0,0,0,0,0,-0.0108934568399036,0,0,0,0,0,0,0,0.182673606411562,0,0.0124943755885806,0,0,0,0,0,0,0,0,0,0,0,0,-0.0742633202529551,0,0,0,0,-0.0281620274650642,0,0.10909457174858,0,-0.0510470928181137,0,0,0,0,-0.0690977796783758,0.0915400850811032,0,0,0,0,0,0,0,0,0,0.110198647299378,-0.0441803144726466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223881002479246,0,0,0,0,0,0,-0.0951350548296577,0,0,0,0,0,0,0,0,0,0.0883600140543083,0,0.139898355377013,0,0.0307564870909116,0,0.0247368228126665,0,0,-0.0527879441867749,0,0,0,0,0,0,0,0,0.272414125173888,-0.0798756013949507
0.000450901563740174,0.393234552503692,0,0,0,0,0,0.0103924268148507,0,0,0,0,0,0,0.202094944291448,0,0.0600989260634274,0,0,-0.0842669171796096,0,0,0,0,0,-0.0170809226155478,0,0,0,0,0.137747987627931,0,0,0,0,0,0,0,0,-0.0182344237642039,0,0,0,0,0,0,0,0,0,0,0.129126509054672,0,0,0,-0.0546660146642042,0,0,0,0.0816099299965712,0,0,0,0,0,0,0.0851668539893337,0,0.117215393437207,0.0659883142215333,0,0,0.0326926512419814,0,0,0,0.0932888919224478,0,0.0113885686507201,0,0,-0.00645848735935378,0,0,0,-0.0447634257140927,0,0,0,0,0,0,0,0.146034304995984,0,0.0147972004822362,0,0,0,0,0,0,0.0141302368426743,0.106814495685725,0,0,0,0,-0.0412172393707368,0,0,0,0,0,0,0.137057738457614,0,0,0,0,0,0,0,0.0281360461978123,0,0,0.0790607356855833,0,0,0,0,-0.0531032766821432,0,0.027186611693427,0,0,0,0,0,0.046807531669704,0,0,-0.0232736279565036,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0596297700005222,0,-0.0757820902009228,0,0,0,0,-0.0090480742204265,0,0,0,0,0.0272771760484682,0,0,0,0,0,0.079080133757751,0,0,-0.00111685154887433,0,0,0,0,0,-0.0128466358439777,0,0,0.220111778483828,-0.0299521928562174
0.0000644417426459414,0.225958032081498,-0.0369845984042559,0,0,0,0,0,0,0,0,-0.0381433938693188,0,0,0.0705442276455904,0,0.000622033860660996,0,0,-0.0611551857638958,0,0,0,0,0,0,0,0.0619717055119126,0,0,0.137363848778223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179962304705319,0.0955682228604203,0.0588339297058884,0,0,-0.0912482555087179,0,0,0,0.09754071627391,0,0,0,0,0.128561644910327,-0.00518732383431199,0.174334808993115,0,0.0675659521447375,0,0,0,0.00635253596306373,0,0,0,0.048053132045513,0,0,-0.0841708786883574,0,-0.0353980286429732,-0.0145943040599632,0,0,-0.00388830154456545,0,0.00389493980832963,0,-0.0437374658428578,0.0364205261705303,0,0,0.0350208436178139,0,0,0,0,0,0,0,0.026436652325458,0.0100992036792519,0,0,-0.00486184411454421,0,0,-0.0381440993960992,0,0,0,0,0,0.0261987475219316,0.0960012183094882,0,0,0,0,0,0,0,0.0768542475823421,0,0,0.090385991428392,0,0,0,0,-0.0353999594067727,0.0410900579694578,0,0,0,0,0.0144340389697184,0,0.054469626811534,0,0,0,0,0,0,0,0,0,0,0,-0.00540106536403441,0,0,0,0,-0.110339069804873,-0.0387783587204349,0,0,0,0,0,-0.000263733574875454,0,0,-0.0333477647324726,0,0,0,0,0,0,0,0.0528163906573057,0,0,0,0,0.0593028776206499,0.0207746864114749,0,-0.0202375295932421,0,0,0,0.166596216580825,0
0.000517078678583572,0.0602341215438983,-0.0497135320050454,0,0,0,0,0,0,0,0,0,0,0,0.00906903764420447,0,0,0,0,-0.00812776900627992,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105501958682658,0,-0.000771366180144127,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589277237555036,0.0688374001301709,0.0862459083217381,0,0,-0.00343962164920732,0,0.0554688898533781,0,0.11034577610913,0,0.0167985088538627,0,0,0.148658029205004,-0.02388644462547,0.075834742250179,0,0.0117254500397221,0,0,0.00689168982255343,0.00315953032907579,0,0,0,0.0166169675624946,0,0.00771137449701044,-0.128262264739907,0,-0.00144457827505348,0,0,0,-0.0936988112765644,0,0.0355392443424148,0,0,0,0.0109618084113911,0,0,0,0,0,0,0,0.0631225563211719,0,0,0.094932087989046,0,0,0,0,0,-0.124902714675404,0,0,0,-0.0386890396258516,0,0,0.224395030795704,0,0,0,-0.00905549658716968,0,-0.00216749042432005,0,0.0308523084362625,0,0,0.00995399429789968,0,0,0,0,0,0.00220294185784303,0.0309422221219531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220584432686606,0.0890944730858629,0,0,-0.0837263543761057,-0.0443704741171232,0,0,0,0,0,0,0,0.026522225603084,0,0,0,0,0.019142606561337,0,0,0,0.0162428557660189,0,0,0,0,0,0.0286492288484902,0,0,-0.00295968271525034,-0.00232330961892929,-0.00174383808159413,0.060366996587132,-0.0540344465920789
